,score,time
0,0.935,0.29683375358581543
1,0.9333333333333333,0.29094529151916504
2,0.9483333333333334,0.2524540424346924
3,0.9366666666666666,0.24994206428527832
4,0.9233333333333333,0.30808186531066895
5,0.94,0.23748254776000977
6,0.9166666666666666,0.29512810707092285
7,0.9483333333333334,0.2875640392303467
8,0.915,0.2865755558013916
9,0.9383333333333334,0.29990077018737793
10,0.89,0.3064100742340088
11,0.9683333333333334,0.23028206825256348
12,0.89,0.29097723960876465
13,0.94,0.2560458183288574
14,0.9133333333333333,0.3039360046386719
15,0.9683333333333334,0.23262357711791992
16,0.89,0.3029747009277344
17,0.935,0.2903628349304199
18,0.9233333333333333,0.29451608657836914
19,0.95,0.25722241401672363
20,0.915,0.2907559871673584
21,0.9183333333333333,0.29456114768981934
22,0.92,0.282855749130249
23,0.97,0.23708105087280273
24,0.9383333333333334,0.2929699420928955
