,score,time
0,0.9983333333333333,0.2625250816345215
1,1.0,0.2573568820953369
2,1.0,0.256441593170166
3,0.995,0.2526721954345703
4,0.9983333333333333,0.25595664978027344
5,0.9933333333333333,0.26429176330566406
6,0.9916666666666667,0.254591703414917
7,0.9966666666666667,0.2976527214050293
8,0.9983333333333333,0.2515578269958496
9,0.9966666666666667,0.2533419132232666
10,0.9983333333333333,0.273221492767334
11,0.9966666666666667,0.2478790283203125
12,0.9966666666666667,0.2612333297729492
13,1.0,0.25209951400756836
14,0.9966666666666667,0.258328914642334
15,0.9983333333333333,0.35392236709594727
16,0.9966666666666667,0.2517969608306885
17,0.9983333333333333,0.2533886432647705
18,0.9933333333333333,0.270313024520874
19,0.9966666666666667,0.25116515159606934
20,0.9966666666666667,0.30911803245544434
21,1.0,0.2570345401763916
22,0.9933333333333333,0.24948430061340332
23,1.0,0.25032877922058105
24,0.9983333333333333,0.2666006088256836
