,score,time
0,0.9473333333333334,6.040207862854004
1,0.9466666666666667,6.014315843582153
2,0.9393333333333334,6.172731161117554
3,0.94,6.244386196136475
4,0.9401666666666667,6.216686010360718
5,0.9465,6.084251165390015
6,0.9435,6.207900047302246
7,0.9416666666666667,6.348012685775757
8,0.9401666666666667,6.225181818008423
9,0.9401666666666667,6.357100009918213
10,0.9438333333333333,6.3006627559661865
11,0.9468333333333333,6.394881725311279
12,0.9413333333333334,6.366780519485474
13,0.9415,7.304340124130249
14,0.9463333333333334,6.259348630905151
15,0.9456666666666667,6.666569471359253
16,0.945,6.588510274887085
17,0.9405,6.508000373840332
18,0.9408333333333333,6.617485761642456
19,0.9463333333333334,6.6850364208221436
20,0.9425,6.739901781082153
21,0.9456666666666667,7.071662902832031
22,0.9401666666666667,7.106290817260742
23,0.9425,6.986308813095093
24,0.9358333333333333,7.029016971588135
