,score,time
0,0.8038333333333333,6.589686870574951
1,0.8016666666666666,6.426772356033325
2,0.8068333333333333,6.496387481689453
3,0.8255,6.305577039718628
4,0.7973333333333333,6.825480699539185
5,0.856,5.896087646484375
6,0.8415,6.108541250228882
7,0.8103333333333333,6.597838401794434
8,0.7661666666666667,6.534513711929321
9,0.727,6.216820955276489
10,0.8043333333333333,6.809156179428101
11,0.8266666666666667,6.454627990722656
12,0.8405,6.24272894859314
13,0.8635,6.083123207092285
14,0.8425,6.204588174819946
15,0.7946666666666666,7.188841819763184
16,0.839,6.4021711349487305
17,0.8663333333333333,6.615149259567261
18,0.8505,6.404981851577759
19,0.8685,6.234390735626221
20,0.837,6.7348737716674805
21,0.8795,6.262915372848511
22,0.831,7.0122199058532715
23,0.811,7.319279670715332
24,0.8043333333333333,7.479560136795044
