,score,time
0,0.9495,4.019535064697266
1,0.9416666666666667,4.3156352043151855
2,0.9505,3.863614559173584
3,0.947,4.113827466964722
4,0.9461666666666667,3.901630163192749
5,0.9471666666666667,4.107354402542114
6,0.944,3.9598307609558105
7,0.9493333333333334,3.9256770610809326
8,0.9488333333333333,4.0002477169036865
9,0.9381666666666667,4.358201265335083
10,0.9448333333333333,4.01167368888855
11,0.9486666666666667,4.1799938678741455
12,0.9448333333333333,4.059765815734863
13,0.9376666666666666,4.2129199504852295
14,0.9473333333333334,4.182993650436401
15,0.9485,4.2035911083221436
16,0.9481666666666667,4.330546617507935
17,0.9456666666666667,4.241703033447266
18,0.947,4.368919610977173
19,0.9466666666666667,4.42238974571228
20,0.9443333333333334,4.450376272201538
21,0.9483333333333334,4.505689382553101
22,0.9448333333333333,4.573858261108398
23,0.9453333333333334,4.559521913528442
24,0.9458333333333333,4.6254260540008545
