,score,time
0,0.9666666666666667,0.11427569389343262
1,1.0,0.1084449291229248
2,0.9833333333333333,0.1137382984161377
3,0.9833333333333333,0.10964632034301758
4,1.0,0.10863423347473145
5,1.0,0.10947942733764648
6,0.9833333333333333,0.10924196243286133
7,1.0,0.10944557189941406
8,1.0,0.10695910453796387
9,0.9833333333333333,0.10822129249572754
10,0.9833333333333333,0.11148309707641602
11,0.9833333333333333,0.11070060729980469
12,0.9833333333333333,0.10804104804992676
13,1.0,0.1085660457611084
14,0.9833333333333333,0.11154437065124512
15,0.9833333333333333,0.1292417049407959
16,0.9833333333333333,0.11277651786804199
17,0.9666666666666667,0.10767841339111328
18,1.0,0.11058926582336426
19,0.9666666666666667,0.11808156967163086
20,0.9833333333333333,0.10857272148132324
21,0.9833333333333333,0.1055750846862793
22,1.0,0.10944938659667969
23,0.9666666666666667,0.10694003105163574
24,0.9666666666666667,0.10879325866699219
