,score,time
0,0.73,0.35749101638793945
1,0.7266666666666667,0.34154486656188965
2,0.8066666666666666,0.3039543628692627
3,0.72,0.34493112564086914
4,0.7583333333333333,0.330075740814209
5,0.785,0.35666942596435547
6,0.7733333333333333,0.29902005195617676
7,0.7616666666666667,0.36766624450683594
8,0.755,0.3255579471588135
9,0.7416666666666667,0.3376767635345459
10,0.66,0.34755921363830566
11,0.8183333333333334,0.29331302642822266
12,0.75,0.362213134765625
13,0.7383333333333333,0.3264734745025635
14,0.8116666666666666,0.29016757011413574
15,0.775,0.3277015686035156
16,0.755,0.34029483795166016
17,0.6933333333333334,0.35559916496276855
18,0.7566666666666667,0.3430750370025635
19,0.695,0.3568713665008545
20,0.7866666666666666,0.3329493999481201
21,0.77,0.3089761734008789
22,0.775,0.32506561279296875
23,0.7183333333333334,0.45586204528808594
24,0.74,0.3511672019958496
