,score,time
0,0.9166666666666666,0.729616641998291
1,0.8983333333333333,0.7239573001861572
2,0.94,0.7095546722412109
3,0.9066666666666666,0.7092864513397217
4,0.9166666666666666,0.7156887054443359
5,0.915,0.7635793685913086
6,0.9133333333333333,0.8225865364074707
7,0.9216666666666666,0.7288825511932373
8,0.9116666666666666,0.7078156471252441
9,0.93,0.7076506614685059
10,0.93,0.716691255569458
11,0.9383333333333334,0.6974363327026367
12,0.935,0.7112970352172852
13,0.9133333333333333,0.7129883766174316
14,0.9166666666666666,0.7169952392578125
15,0.9166666666666666,0.7130208015441895
16,0.91,0.7122008800506592
17,0.9116666666666666,0.7685511112213135
18,0.9266666666666666,0.7485530376434326
19,0.9283333333333333,0.7598693370819092
20,0.915,0.7825973033905029
21,0.9133333333333333,0.7725062370300293
22,0.9366666666666666,0.7191791534423828
23,0.91,0.8259687423706055
24,0.925,0.7523705959320068
