,score,time
0,0.9666666666666667,0.1275022029876709
1,0.9666666666666667,0.11542916297912598
2,0.9833333333333333,0.1182546615600586
3,1.0,0.11317825317382812
4,1.0,0.12627577781677246
5,0.95,0.12336015701293945
6,0.9666666666666667,0.11773276329040527
7,1.0,0.11419224739074707
8,0.9666666666666667,0.12230157852172852
9,1.0,0.11666083335876465
10,1.0,0.11642193794250488
11,0.9833333333333333,0.11572623252868652
12,1.0,0.11740565299987793
13,1.0,0.11649966239929199
14,0.95,0.1187753677368164
15,0.9666666666666667,0.11223959922790527
16,0.9666666666666667,0.11231064796447754
17,0.9666666666666667,0.11575603485107422
18,1.0,0.11600804328918457
19,1.0,0.11433696746826172
20,1.0,0.11604881286621094
21,0.9833333333333333,0.11571025848388672
22,1.0,0.11575198173522949
23,0.9833333333333333,0.11341428756713867
24,1.0,0.1188199520111084
