,auc_roc,auc_pr,time
0,1.0,0.47409254159092745,1.3281710147857666
1,1.0,0.47255710109585414,1.3119714260101318
2,1.0,0.47130762338011045,1.3344230651855469
3,1.0,0.4745392144141114,1.3506293296813965
4,1.0,0.4736080130362481,1.6880650520324707
5,1.0,0.4720809566711487,1.4728403091430664
6,1.0,0.47231174543271665,1.424929141998291
7,1.0,0.47332673591972185,1.4853169918060303
8,1.0,0.4734015549010377,1.4217967987060547
9,1.0,0.47541968679572644,1.3946945667266846
10,1.0,0.4741242473136421,1.371886968612671
11,1.0,0.47807468300368977,1.5707321166992188
12,1.0,0.47856986606686674,1.4282851219177246
13,1.0,0.47292508228415164,1.4833252429962158
14,1.0,0.479258422056768,1.5013432502746582
15,1.0,0.4727675626973444,1.3831291198730469
16,0.9999999999999998,0.4763077721502146,1.42055082321167
17,1.0,0.47745611505309077,1.5975618362426758
18,1.0,0.4758151234171315,1.4020040035247803
19,1.0,0.4696272773104716,1.4405491352081299
20,1.0,0.4768010442360621,1.375391960144043
21,1.0,0.47426016268386306,1.4400999546051025
22,1.0,0.4744539595528533,1.4354896545410156
23,1.0,0.4738245037187431,1.4094648361206055
24,1.0,0.4763513898767932,1.3631224632263184
