,auc_roc,auc_pr,time
0,1.0,0.44752580295740074,4.515526056289673
1,1.0,0.4414607676357556,4.633410692214966
2,1.0,0.442014099946063,5.181668043136597
3,1.0,0.43647205592998145,4.777462005615234
4,1.0,0.43722451538243395,5.484288692474365
5,1.0,0.4404570882659342,5.682567596435547
6,1.0,0.43830267760185315,5.202131509780884
7,1.0,0.44412013775786735,5.3352296352386475
8,1.0,0.4420741771986601,5.043779611587524
9,1.0,0.4456487018454136,4.833537578582764
10,1.0,0.4402266425689299,5.0095508098602295
11,1.0,0.44151402951044666,5.104841232299805
12,1.0,0.4493407586326667,4.734352111816406
13,1.0,0.44290916937556457,5.255975961685181
14,1.0,0.4449213288577276,4.640594959259033
15,1.0,0.4421411338679439,4.557878494262695
16,1.0,0.4452603281312652,4.963583707809448
17,0.9999989999189933,0.44701962663625366,4.940786600112915
18,1.0,0.4450565733142036,4.78291392326355
19,1.0,0.43709133775929726,4.564846992492676
20,1.0,0.44077838508150746,4.533709287643433
21,1.0,0.44614664131475607,4.942461729049683
22,1.0,0.43826853564809065,4.67290186882019
23,1.0,0.4365467569952282,5.05992865562439
24,1.0,0.43940798952695154,4.908889293670654
