,auc_roc,auc_pr,time
0,1.0,0.48911493833796577,0.7831127643585205
1,0.9999997499797484,0.48134422276685535,0.9410748481750488
2,0.9996854745234365,0.4727549330448398,1.080824375152588
3,1.0,0.4898349396015054,0.8207902908325195
4,1.0,0.4900969896355407,1.088244915008545
5,1.0,0.4900748384696795,0.9936697483062744
6,1.0,0.4877053687539352,0.9554705619812012
7,0.9999997499797484,0.48135531135524995,1.0667822360992432
8,1.0,0.48913508891641555,0.9608058929443359
9,1.0,0.4881828654896513,0.8469181060791016
10,0.9999971247671061,0.47902446591006814,1.001438856124878
11,1.0,0.48862829640903854,0.9028632640838623
12,1.0,0.4881583514343544,0.8806846141815186
13,1.0,0.48887326906689504,0.8462698459625244
14,1.0,0.48960289626876435,0.7810540199279785
15,1.0,0.48911663694771146,0.9399125576019287
16,1.0,0.4903410836018313,0.9463963508605957
17,1.0,0.4908097667450923,0.8627581596374512
18,0.9999999999999999,0.49154567397655363,0.8390085697174072
19,1.0,0.48911373020185456,0.9074692726135254
20,0.9999982498582385,0.4781203492432212,1.085143804550171
21,1.0,0.48554239145847955,0.9459466934204102
22,1.0,0.48984525662164885,0.9004437923431396
23,1.0,0.4893551322179991,0.8765888214111328
24,1.0,0.4869865930681518,1.0125422477722168
