,score,time
0,0.9983333333333333,0.39768338203430176
1,0.9933333333333333,0.3991689682006836
2,0.9933333333333333,0.38602375984191895
3,0.9983333333333333,0.3889939785003662
4,0.995,0.458493709564209
5,0.9966666666666667,0.38379693031311035
6,0.995,0.4288616180419922
7,0.99,0.37097644805908203
8,0.995,0.39718031883239746
9,0.9983333333333333,0.4309821128845215
10,0.99,0.4529995918273926
11,0.9966666666666667,0.37740635871887207
12,0.9883333333333333,0.3951449394226074
13,0.9933333333333333,0.44109416007995605
14,0.9933333333333333,0.3827660083770752
15,0.995,0.4117271900177002
16,0.9966666666666667,0.40278196334838867
17,0.99,0.3975181579589844
18,0.995,0.446258544921875
19,0.9933333333333333,0.4144454002380371
20,0.9983333333333333,0.4102768898010254
21,0.995,0.36275768280029297
22,0.9983333333333333,0.36273980140686035
23,0.9983333333333333,0.3729870319366455
24,0.9983333333333333,0.3679776191711426
