,score,time
0,0.9983333333333333,0.707165002822876
1,0.9933333333333333,0.7578415870666504
2,0.9916666666666667,0.722869873046875
3,0.995,0.7114126682281494
4,0.995,0.7075517177581787
5,0.9933333333333333,0.7097024917602539
6,0.9933333333333333,0.733677864074707
7,0.99,0.707021951675415
8,0.9933333333333333,0.6545634269714355
9,0.9966666666666667,0.7808873653411865
10,0.99,0.7654173374176025
11,0.9933333333333333,0.7016968727111816
12,0.985,0.7056992053985596
13,0.99,0.7018167972564697
14,0.995,0.7404463291168213
15,0.9933333333333333,0.7788805961608887
16,0.9933333333333333,0.7569165229797363
17,0.9916666666666667,0.7149069309234619
18,0.9916666666666667,0.729438304901123
19,0.9933333333333333,0.6807289123535156
20,0.9983333333333333,0.6746406555175781
21,0.9933333333333333,0.7566142082214355
22,0.9966666666666667,0.6933388710021973
23,0.9933333333333333,0.6478633880615234
24,0.9983333333333333,0.6659562587738037
