,score,time
0,0.96,0.35538721084594727
1,0.985,0.3503577709197998
2,0.9783333333333334,0.3078341484069824
3,0.9933333333333333,0.3466074466705322
4,0.98,0.3091902732849121
5,0.97,0.3574504852294922
6,0.9783333333333334,0.3638143539428711
7,0.9733333333333334,0.2953810691833496
8,0.9483333333333334,0.4118623733520508
9,0.99,0.3596615791320801
10,0.93,0.4279744625091553
11,0.9866666666666667,0.312483549118042
12,0.9366666666666666,0.3771193027496338
13,0.9616666666666667,0.3567945957183838
14,0.99,0.3254997730255127
15,0.9883333333333333,0.32289910316467285
16,0.9816666666666667,0.34099888801574707
17,0.9566666666666667,0.34484314918518066
18,0.9833333333333333,0.3083333969116211
19,0.96,0.34670162200927734
20,0.9866666666666667,0.3790562152862549
21,0.98,0.3079416751861572
22,0.9466666666666667,0.38339757919311523
23,0.98,0.2905910015106201
24,0.965,0.35352039337158203
