,score,time
0,0.8216666666666667,0.6942019462585449
1,0.7716666666666666,0.8044452667236328
2,0.87,0.7065732479095459
3,0.7816666666666666,0.7591888904571533
4,0.7933333333333333,0.725311279296875
5,0.75,0.7450616359710693
6,0.7933333333333333,0.8112523555755615
7,0.805,0.7356095314025879
8,0.83,0.67368483543396
9,0.765,0.7079141139984131
10,0.84,0.6553995609283447
11,0.7916666666666666,0.7248060703277588
12,0.805,0.6477553844451904
13,0.87,0.629910945892334
14,0.78,0.6773786544799805
15,0.8716666666666667,0.650547981262207
16,0.8533333333333334,0.6352112293243408
17,0.825,0.6499660015106201
18,0.825,0.653430700302124
19,0.88,0.663257360458374
20,0.83,0.7034063339233398
21,0.8766666666666667,0.654268741607666
22,0.7983333333333333,0.7143721580505371
23,0.8383333333333334,0.6561872959136963
24,0.8216666666666667,0.6540954113006592
