,score,time
0,0.9,0.7621855735778809
1,0.9016666666666666,0.7609641551971436
2,0.915,0.7523472309112549
3,0.92,0.7647082805633545
4,0.9133333333333333,0.7579693794250488
5,0.91,0.7785165309906006
6,0.9233333333333333,0.7531991004943848
7,0.9216666666666666,0.7793514728546143
8,0.915,0.7379651069641113
9,0.9233333333333333,0.7173597812652588
10,0.925,0.7402219772338867
11,0.9133333333333333,0.7066459655761719
12,0.8983333333333333,0.7289671897888184
13,0.9133333333333333,0.7241113185882568
14,0.9066666666666666,0.7195394039154053
15,0.935,0.7342712879180908
16,0.905,0.7189526557922363
17,0.9083333333333333,0.7107224464416504
18,0.905,0.7094635963439941
19,0.935,0.7336940765380859
20,0.9233333333333333,0.7260258197784424
21,0.9266666666666666,0.734370231628418
22,0.925,0.7235682010650635
23,0.915,0.7339000701904297
24,0.9183333333333333,0.7152209281921387
